client_id	path	sentence	up_votes	down_votes	age	gender	accent
0991a09f9e16c8a9fbff1fb4940958ac1e1abbb867ee4907befa54769250f45cccafcf50e90e52384f189bfefb86a5dbc71bcecfd00b0de10428dcfc639bfee0	common_voice_sl_17419547.mp3	Pritrdite dve zatiča na vsaki strani.	0	1	twenties	male	
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e	common_voice_sl_17437089.mp3	Človekove besede so mera njegove pameti.	1	0	twenties	male	
5365bb44c01f74c63fd48a7999efeb8197edcfa202e36eb072b7d08c06b21a625713a035a2fc377969e73cd28027c65a96370f0a5898349a15874c5a1441e407	common_voice_sl_17528898.mp3	Učeni naj pijejo vino, neuki pivo, vse druge živali pa vodo.	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17568475.mp3	V vsakem življenju pade nekaj dežja.	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17568518.mp3	Dobro vino in lepa ženska - to sta dva najlepša strupa.	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17568636.mp3	Človek je znan po podjetju, ki ga vodi.	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17568960.mp3	Na koledarju je bil september.	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17569090.mp3	Ali lahko dobim sendvič brez majoneze?	1	0	twenties	male	
7d26e03abe70eab61fd92f13009f3ccf7ae3d332541696f3ea11cf0839dfbffd29254eac8cd77536319ba6d1aded5b75a20da59a6c78c701609234647653bc5b	common_voice_sl_17569177.mp3	Sedimo.	1	0	twenties	male	
e790d1a6d652b49b74172d96fca249c1d46c38806613534de93e324492059b41bb491639158ff5b5efe117d167447b1dca743bff0b32dcfe07b12a43fb13a86e	common_voice_sl_17668044.mp3	Kaj misliš storiti na svoji zemlji?	1	0	twenties	male	
