path	sentence	translation	client_id
common_voice_lv_19396785.mp3	Nenoturējās biznesā diez ko ilgi, bet tas ir ļoti neparedzams bizness.	He didn’t last too long in business, but it’s a very unpredictable business.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396798.mp3	Interesanta doma.	An interesting thought.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396799.mp3	Es nebiju baznīcā. Es neticu laulībām.	I wasn’t in church. I don’t believe in marriage.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396800.mp3	Viņš noteikti nospiedīs to pogu.	He’ll definitely press the button.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396801.mp3	Man jādzīvo vienam. Mums jāšķiras.	I’ve got to live alone. We need to get divorced.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396802.mp3	No kurienes gan rodas bērni?	Where do kids come from?	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396808.mp3	Viņa var būt pievilcīga ar labu raksturu vai nepievilcīga ar labu raksturu.	She can be attractive with a good character or unattractive with a good attractive.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396812.mp3	Man nekas nav jānostāda.	I don’t have to set anything.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396815.mp3	Vienu kumosu ēd par otru domā.	He eats one piece and thinks about another.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396816.mp3	Es izņemšu kaut ko no somas.	I’ll take something out of my bag.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396817.mp3	Izlietu ūdeni nesasmelsi.	You can’t ladle up spilled water.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396818.mp3	Tas ir Amerikāņu.	It’s American.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396819.mp3	Starp citu, tev ir kolosāla veste.	By the way, that’s a wonderful vest.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396820.mp3	Tāpēc jau skatos.	That’s why I’m looking.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396821.mp3	Tikai tas nekļūdās, kas nekā nedara.	Only he does not make a mistake who does nothing.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396822.mp3	Mana māja.	My house.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396823.mp3	Laimīgs tas, kam nav nekas.	He who’s got nothing is lucky.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396824.mp3	To nevajadzētu darīt.	That shouldn’t be done.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396825.mp3	Ko acis neredz, to sirds aizmirst.	What the eyes can’t see, the heart forgets.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396826.mp3	Kur viņš strādā?	Where does he work?	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396827.mp3	Ķeries pie manas rokas!	Hold my hand!	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396828.mp3	Sarkans kā burkāns.	Red as a carrot.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396829.mp3	Nē, tas neder.	No, that won’t do.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396830.mp3	Tikai neapmaldieties.	Only don’t get lost.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396831.mp3	Pēc piecām minūtēm izmetīsi?	In five minutes’ time, will you throw them out?	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396832.mp3	Lielība – cilvēka vājība.	Boasting – a human weakness.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396833.mp3	Taču laimes tik un tā nav.	However, there’s still no luck.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396834.mp3	Centies rīt izturēties atbildīgāk.	Tomorrow, try to behave more responsibly.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396835.mp3	Un ko tu grasies darīt.	And what do you plan to do.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396836.mp3	Viņš iet prom?	Is he leaving?	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
common_voice_lv_19396837.mp3	Kur lepnas domas, tur maz gudrības.	Where there are proud thoughts, there’s little wisdom.	861eba97cfcab54709d73b55bf539dd28bd3489304153452e1b6d32e515c6df5df8ea4a4561a9cb1441f1604077e876c7fb050e346b77e75fc96be59ce3eed1e
